11;819
12;1282
13;348
14;491
15;274
16;1074
17;302
18;1064
19;68
21;128
31;366
32;3399
33;3743
34;448
35;4112
36;654
51;164
52;736
53;1146
61;378
62;135
63;192
64;220
65;49
71;192
72;410
73;768
74;303
75;186
76;151
81;318
82;85
91;212
94;926
